year,month,social_buzz,search_interest,influencer_posts,price_index,sustainability_score,trend_momentum,trend_score,season_spring,season_summer,season_winter,category_denim,category_formal,category_luxury,category_streetwear,category_sustainable,category_vintage,region_EU,region_LATAM,region_NA
2023,9,-1.225330681582599,22.778573769872047,10.475468649472239,110.99891844566598,0.4643544582036555,1.6378798864487796,57.224230198316775,False,False,False,False,False,True,False,False,False,True,False,False
2021,12,0.17111389853127063,39.043006116365724,10.201590352602425,91.79167632762977,0.4765155564719141,-0.8624122658328115,79.86944731243128,False,False,True,False,False,False,True,False,False,False,False,True
2023,11,0.4257145945849076,45.80108260695718,6.099361639102036,101.35851926996878,0.44321514537129136,1.5796678268932107,88.71680921782021,False,False,False,False,False,False,False,True,False,True,False,False
2022,8,0.40236534841982236,37.15827219454093,11.949073218920155,88.62511057860091,0.38469920540661173,-0.17799428088000593,78.03099005462425,False,True,False,False,False,False,False,False,True,False,False,False
2020,1,0.01236113190525933,74.43797022213337,14.816241454614405,104.9657258457579,0.6222837857539681,0.31463709057311984,94.81884840617889,False,False,True,False,False,False,True,False,False,False,False,True
2019,12,-1.5410729965013943,50.282927700874275,15.62591845343564,93.71683171247841,0.8553951420656023,-0.7192333145470888,89.52019953969852,False,False,True,True,False,False,False,False,False,False,False,False
2022,6,-0.6199536638928509,52.65154517338855,10.871429291427987,90.91230460712754,0.7179862182814466,1.0010285260213891,95.60258355317595,False,True,False,False,False,False,False,True,False,False,False,True
2018,4,-0.4073066723184845,42.75153938051809,17.909385012112573,101.55474771585365,0.49196438951134186,0.8344521176154668,98.55918088614358,True,False,False,False,False,False,False,False,False,False,False,False
2022,11,-0.4032953129206253,49.76331619440558,15.131441127723772,94.39412335613898,0.7325251925681278,1.7247093557298234,84.57168348016029,False,False,False,False,False,False,False,True,False,False,False,False
2017,9,0.07498121798983637,31.77119803545899,13.39709511090098,95.40672723130902,0.6123971560309989,1.4406073691102246,85.06845734354053,False,False,False,True,False,False,False,False,False,False,False,False
2022,9,1.4255413723710189,47.452744458573896,8.786170744730486,101.37431692159697,0.5426732168313684,-0.009150044217235304,83.9847815670104,False,False,False,False,False,False,False,False,True,True,False,False
2022,4,0.8120962126845997,35.94487357106367,5.080292840011592,106.39991562907534,0.5314379093834672,3.1083786151818966,95.81962965527255,True,False,False,False,False,False,False,False,True,False,True,False
2017,12,-0.9875177798486946,45.83894622865756,2.777478924009331,93.45279609702631,0.5140107751621126,1.3507926484737003,80.08056852052387,False,False,True,False,False,False,True,False,False,True,False,False
2023,6,0.6784028752966336,11.601251505462542,12.211496789633214,92.070460208068,0.6671919020927086,0.5405160350456568,83.58068579163896,False,True,False,False,False,True,False,False,False,False,False,False
2020,7,0.6403023676657362,33.07995187334711,9.79788213750757,100.1878693334582,0.5751406148097559,-0.9971543976536117,66.20768373556297,False,True,False,False,True,False,False,False,False,False,False,False
2024,10,-0.8060674729515649,71.958896067715,14.628261130866493,104.31402064206466,0.4188838964361419,-1.530032729227635,67.21618768176242,False,False,False,False,False,False,True,False,False,False,False,True
2017,8,0.848865922635439,62.455966236613136,12.379958076842092,111.702041534885,0.41016662036193674,-1.4450278570766606,90.02839453735753,False,True,False,False,False,False,False,False,False,False,False,True
2018,3,-0.16037663594526336,69.78559003872847,14.997391343299425,91.42936321365039,0.6050627166307003,-0.9336654869245457,95.23526538217085,True,False,False,False,False,False,False,False,True,True,False,False
2021,4,-1.4099534900144448,70.81581904506386,9.075947013723022,97.45626318983696,0.6271572188229896,1.3773026558902282,93.54636656808115,True,False,False,False,False,False,True,False,False,False,False,True
2018,5,0.45520272463714184,60.09481136246716,15.409486166798892,109.40628820060203,0.4936361240229789,0.4870889133375232,91.98917668400907,True,False,False,False,False,True,False,False,False,True,False,False
2019,12,0.2169618236145243,43.20696971931297,13.78352250196071,115.78475628910975,0.3462389879056761,-0.6133731833684581,76.40609739433718,False,False,True,False,False,False,False,True,False,True,False,False
2022,9,-0.22767762918582773,34.441235806015655,6.904824236095976,92.05527200552997,0.7751737210753238,-0.1358690108967075,77.10904737012095,False,False,False,False,False,False,False,False,False,True,False,False
2018,5,-0.03745308498329951,67.20116908174545,17.391412255045434,94.0895046415468,0.7369488297148782,-0.25774640292788603,100.0,True,False,False,False,False,True,False,False,False,False,False,True
2023,9,-0.719085478888462,50.968519615810855,16.80657697089456,103.04880075687888,0.19227222982477044,0.8000506705236631,85.29886288741929,False,False,False,False,False,False,False,False,True,False,False,False
2017,9,0.6101305037971094,87.4103422457286,12.70043010423296,95.3780548624553,0.7911249261964355,-0.8787977624358302,98.74873096782314,False,False,False,False,False,True,False,False,False,True,False,False
2018,5,-0.04345063450892596,44.52353035983869,8.933119774260911,93.92614596392038,0.5123843564800575,0.3496863861162428,85.59855072545008,True,False,False,False,False,False,True,False,False,False,False,False
2022,5,0.16644884394822793,79.5934378217072,10.60741097478564,101.95576485095125,0.5841976744048857,0.3000857759467001,99.55943715378669,True,False,False,False,False,False,True,False,False,False,False,True
2024,11,0.3571419244288725,47.64812313956367,10.536518226708742,112.39535962991822,0.7548801508094729,-0.8488680101529118,71.5895815961876,False,False,False,False,False,False,False,False,True,True,False,False
2018,7,-1.154585614426325,70.0407289588805,13.960088710935695,89.52414163920491,0.8474569815932297,1.5880060292103488,92.72590338075497,False,True,False,False,False,False,False,False,False,False,False,True
2019,2,-0.894283021882052,75.45037605848682,15.572018466305556,111.9866728622361,0.7305157513081955,-0.2955712065231284,83.21149903103753,False,False,True,False,True,False,False,False,False,False,False,False
2025,9,-2.2099444596162092,34.65575107728931,5.52488970955838,95.40184625133689,0.5933854898111007,-0.9927501245562359,40.525820539685434,False,False,False,False,False,False,True,False,False,False,False,True
2025,8,0.564742258490407,42.72502882563697,10.281802236817226,102.76633537006559,0.3023846764654603,0.8528799795201931,89.23822328600598,False,True,False,False,False,True,False,False,False,False,True,False
2022,7,-1.2122100237467663,34.505311614522036,14.027238836629985,112.72680576881488,0.18527827168274713,0.05449557715464238,63.60706784355301,False,True,False,False,False,False,False,False,True,False,False,True
2021,9,0.1325697098956523,31.550832676126646,10.159005304375748,102.6025887384169,0.7080686090244107,0.4084283126590545,81.09153364421302,False,False,False,False,True,False,False,False,False,True,False,False
2020,11,0.3709882249395528,60.00600275787425,8.083544322516639,97.6200716144065,0.7915654622340058,-1.18467980019154,88.21123572572458,False,False,False,False,False,False,False,False,True,False,False,True
2022,4,0.6023528388925202,47.050574446264676,12.85708530793366,105.74540498155791,0.4033639250491514,0.8124162516419721,95.96743705605992,True,False,False,False,False,False,False,False,False,True,False,False
2022,6,-1.2040169138360592,50.78549484785204,10.328755785892996,98.61467038134047,0.5014396063470287,2.172428364524554,76.25349154480045,False,True,False,False,True,False,False,False,False,True,False,False
2019,3,-0.06516161814069105,58.3435870245992,5.096913111128808,104.17080839675691,0.4496921400906182,-1.2628337297844632,74.89681485030833,True,False,False,False,False,False,False,True,False,True,False,False
2017,8,1.670280420787749,22.13919749427628,5.916826060573172,98.36255201297745,0.44489798677197945,0.3542088059895286,87.8583917281685,False,True,False,False,False,True,False,False,False,False,False,True
2018,5,1.7143146799843163,69.30149005935581,3.6223406156323983,106.8892231759123,0.7434930131005538,-0.7853096953500125,81.59259380600126,True,False,False,False,False,False,False,False,False,False,False,True
2025,5,0.9873230940269508,44.76358754990124,12.63715538823751,88.84614645959827,0.5893071638956556,2.689606059597463,100.0,True,False,False,False,False,False,False,True,False,False,False,True
2020,9,0.3374931388188395,57.98601959356786,9.368787475177244,91.8918270072506,0.5087479039487796,1.2396324781502501,100.0,False,False,False,False,False,True,False,False,False,False,True,False
2021,5,-1.0051063888453775,59.3106925884282,13.651996337828882,88.72857260105643,1.0,0.28210734302997015,93.21138792010109,True,False,False,False,True,False,False,False,False,True,False,False
2021,6,0.718621625391053,70.5619484114576,10.021011177485958,99.54856456642928,0.2918042381786392,-1.2278674758694206,93.08678344110515,False,True,False,False,False,False,False,False,True,False,False,True
2024,6,-0.15802122874684088,48.427139183254496,9.271860814993092,87.76369424952183,0.6486239946692415,-0.9860560747762581,83.95235639710343,False,True,False,False,False,False,False,False,False,False,True,False
2017,4,0.5605282752728444,18.14543811435604,11.411929626649862,94.46534739946544,0.36118390866900496,0.7462745056817888,77.46764205526908,True,False,False,False,False,False,False,False,False,False,False,True
2017,2,-0.6328434548521167,50.85691420180341,21.64032142619718,91.13993116344953,0.5216613630410366,-1.3624921977174909,84.59074492499282,False,False,True,False,False,False,True,False,False,True,False,False
2019,10,-0.17293311283992888,53.010602872424016,3.226431167667495,111.8374098363106,0.5767549092032812,-1.331113844742068,70.89541054406533,False,False,False,False,False,True,False,False,False,False,False,False
2021,2,0.16414736007642475,34.48608711289824,7.973721296900492,92.07455718259328,0.7020272295343166,0.008831265167877921,68.0237647630077,False,False,True,False,False,False,False,False,False,False,True,False
2023,4,0.2462780914938584,52.21235981649408,12.69295886727046,89.70763437661326,0.502987258871016,0.1334166695435745,80.25850020325095,True,False,False,True,False,False,False,False,False,False,False,False
2021,9,0.4937227144602481,44.58472347910562,13.760185389759247,101.98670827012616,0.4839493423965685,0.38003140719429374,83.87084035141105,False,False,False,False,False,False,False,False,False,True,False,False
2020,2,-0.5791949845248994,29.858690760762343,17.633625802868867,113.49456923649328,0.49976468239356864,-0.43952529781711375,70.66317790232762,False,False,True,True,False,False,False,False,False,False,True,False
2025,8,-1.3432844521102028,60.07227342513926,9.942247941708208,99.07146336603452,0.3556085164657884,0.9201465461310853,71.89972304999716,False,True,False,False,False,False,False,False,False,False,False,True
2018,9,1.6247850398997947,41.544122736533055,16.848462971901178,99.69024554818348,0.6638157643765036,-0.8618147129764268,89.43316563694715,False,False,False,False,False,True,False,False,False,False,True,False
2022,8,2.489254169023358,43.90431177894396,12.031556246262312,110.32605968862781,0.6006401867407436,0.6266443535564412,100.0,False,True,False,False,False,True,False,False,False,False,False,False
2021,4,0.44742071120237864,43.06131729069373,15.954616940122538,107.02583470573157,0.628330360836709,0.2141206786681254,78.56913712534471,True,False,False,True,False,False,False,False,False,False,True,False
2021,1,-1.3239920947301105,68.5321789619622,5.920311799228546,103.40331987689514,0.5374822595440455,0.6006490856285324,51.30666573731325,False,False,True,False,False,True,False,False,False,False,False,True
2024,11,-0.7731951168428768,49.386257573399114,9.25979805995144,95.34127417279845,0.5152819672197833,1.1819980519255384,70.47940247761801,False,False,False,False,False,True,False,False,False,False,False,True
2019,4,0.509117569050969,51.18649730818732,7.69603147041041,103.64766325029291,0.7616080608815533,-0.4553323451048814,84.4524542646572,True,False,False,False,False,False,False,True,False,False,False,False
2025,10,1.341115611681286,43.390457684204044,6.473209873466033,89.11372723717851,0.7339215646282629,-0.6610775318194285,87.25386102240832,False,False,False,False,True,False,False,False,False,True,False,False
2019,3,-1.2128906345418562,56.94300233382358,15.976658973341664,95.01059560485922,0.8046641055131899,-1.6883937561515834,79.9221742715877,True,False,False,False,False,False,False,False,False,True,False,False
2021,2,-0.12433282084890122,70.23977072676007,13.230059248761412,111.451701207642,0.6170669832692568,-2.0190020959228363,78.81975768791156,False,False,True,False,False,False,False,False,True,False,True,False
2021,10,0.19593206444396905,59.717912262297595,12.708510813359247,110.41594147792897,0.7934795370379755,-0.17597415806947792,80.33312461970574,False,False,False,False,False,True,False,False,False,True,False,False
2024,12,0.8645784512858746,60.303004420022845,10.187058567886417,103.49987759468301,0.4751051248503255,-0.10752288086961366,81.75483656368036,False,False,True,False,False,False,True,False,False,False,False,True
2020,11,-0.34360109440037934,59.09345308826518,9.038431663951199,84.56517022898673,0.5138466784945604,-1.0860831239438267,77.06340432702163,False,False,False,False,True,False,False,False,False,True,False,False
2019,10,-1.5638146913219246,29.296360350332552,14.797925300213267,90.3342277761348,0.7651181356627531,-0.8710996998684417,60.913550562207895,False,False,False,False,False,False,True,False,False,False,False,True
2017,3,0.6211975594529023,36.85821752451292,11.233772772249882,94.56422057108745,0.701815876886843,1.5234538572959289,100.0,True,False,False,False,False,False,False,False,False,False,False,True
2020,11,1.124795965171238,46.925189096013106,4.15044729213821,98.62640774929027,0.49771892675531865,0.875839780302813,95.06790068299235,False,False,False,False,False,False,False,True,False,False,False,True
2024,9,-0.08259146174516069,39.11203936260162,8.252984654164237,89.9967107959523,0.3616735175164521,-1.2616068747216234,74.5596029119614,False,False,False,False,False,False,True,False,False,False,False,False
2017,3,0.40524009130643124,34.03194462866003,11.901795621437754,98.02949021134215,0.5132864427413549,-0.4423480511189051,76.08075147963787,True,False,False,False,False,False,False,True,False,False,False,False
2025,2,-0.47449122942707067,21.91736388694139,11.765541822835539,114.13836190524285,0.42672368057013377,0.40600269165640335,71.22051631524059,False,False,True,False,False,False,False,False,True,True,False,False
2021,11,-0.8457727947258943,29.802061802987883,9.073615258524502,103.20668701486939,0.8604106268479614,-0.6264510243605412,80.89920082967268,False,False,False,True,False,False,False,False,False,True,False,False
2018,4,1.0264256805472187,46.15211663986099,7.047974429505282,101.75061303168829,0.6868073158335553,-0.8086953154054325,82.69832170279828,True,False,False,True,False,False,False,False,False,False,False,False
2019,10,0.38749584781446095,48.958604497716735,14.623996723637907,91.85955664785209,0.4121339360703822,-0.3382457837825317,89.48101797548571,False,False,False,True,False,False,False,False,False,False,False,False
2021,2,0.49036859940188254,38.10419335804137,13.26582212257066,86.88812170629994,0.3619016270802978,1.090660885332474,78.82852359630618,False,False,True,False,False,False,False,False,True,False,True,False
2019,4,1.502115147994613,51.18387819024839,16.071305161727544,90.1744285956557,0.40990361071878006,1.1814013025187393,100.0,True,False,False,False,False,True,False,False,False,True,False,False
2017,4,-1.054842334318573,43.49249538637436,10.974573887731102,86.56488681567191,0.4494114570760599,-0.7354468177922702,86.26385068057485,True,False,False,False,False,False,True,False,False,False,False,False
2022,4,-0.5520262681594221,66.35860381060772,7.576038483630636,100.60028209793207,0.5199939291165051,0.4605510946343112,74.4647224492586,True,False,False,False,True,False,False,False,False,True,False,False
2023,9,0.15793334883469554,47.57561353962744,14.200416074632145,103.07108643525888,0.7506183683585598,-0.006411752877750488,86.99217261241405,False,False,False,False,True,False,False,False,False,True,False,False
2018,11,-0.5643132377612419,60.44496322102573,12.668972542060327,92.27768037744522,0.3760269595564594,-1.0082354924860506,77.98881438176615,False,False,False,False,False,False,True,False,False,False,False,False
2019,11,0.7831365352724501,53.048206434420386,14.39947477128546,101.18335471927318,0.962116704072379,-0.2970745132500433,97.08196335339048,False,False,False,True,False,False,False,False,False,True,False,False
2019,9,-0.18739922090398406,28.968934411339177,11.479178272843608,111.75195052985826,0.38020595737084223,-1.2642341879976393,63.67066456441562,False,False,False,False,False,False,True,False,False,True,False,False
2022,3,-0.9925328074971896,48.64012736394237,3.6155167969431554,115.66157873877789,0.2963714084029722,1.1630552371530958,70.64528170855367,True,False,False,False,False,False,False,False,True,False,False,True
2023,12,0.06577167518766158,31.465638510069745,17.91735051084782,106.16328280599375,0.8538948685582248,1.552472042655303,88.42113766488279,False,False,True,False,False,False,False,False,False,True,False,False
2023,7,0.17033877080678794,48.37818742674618,9.641818078265263,98.60127596833325,0.787826007970652,-0.41057308157409034,89.28981057538937,False,True,False,False,False,False,True,False,False,True,False,False
2025,7,0.9346820628963304,38.823037741539665,13.074216272056134,105.90483395101005,0.5171772164038687,-0.6490793125443132,91.5116846201293,False,True,False,False,False,False,True,False,False,False,False,False
2023,9,0.39314090314742434,55.72944550227213,9.497886028521318,110.81447986942369,0.6186398167224149,1.0545944376485756,84.65800512603978,False,False,False,False,False,False,False,False,False,True,False,False
2019,10,0.46114639135983565,29.86468493800698,15.397458010553203,83.94217489767553,0.6231824414383625,1.216148940980018,94.05852033004794,False,False,False,False,False,False,False,False,False,False,False,True
2017,12,0.3202916840072248,50.22052737919156,15.955585927092041,111.85655230237133,0.5746082371738406,-1.1144114018925153,65.50910670842114,False,False,True,False,False,False,True,False,False,False,False,False
2022,7,-0.18822252129193043,58.58623373844791,13.500514518625408,95.6433054352555,0.3166336830753149,-0.1480446687526502,90.46720357946054,False,True,False,False,False,False,False,False,False,False,False,True
2025,8,-0.7162191151112647,63.61393353963493,5.8827760646206615,95.72029636050007,0.10324590712007464,-0.05893838787123415,82.92874774221457,False,True,False,False,False,False,False,False,False,False,True,False
2025,9,0.288838351659376,38.537483631736656,11.102957214285576,97.16057621931266,0.397949287181785,-0.770776273654919,71.36449178040442,False,False,False,False,False,True,False,False,False,False,False,True
2019,4,-0.33312476588364065,50.26626458310763,13.636308062186805,102.56067311020604,0.8769077940467707,0.385981694087448,86.48099471711122,True,False,False,False,False,True,False,False,False,True,False,False
2019,4,1.6898226204410154,52.7622045936736,9.78125898479782,91.10996597040987,0.8839744304907982,-0.6999453350839511,97.25739477594777,True,False,False,False,False,False,False,False,False,True,False,False
2017,8,1.3421822947732187,73.20689419314152,18.68950885511819,97.72148772247239,0.5028693463913845,-0.5402607453563752,100.0,False,True,False,False,False,False,False,False,False,False,False,False
2018,1,0.6328391323516083,27.780049088747944,13.575913212500506,104.20221765198312,0.3775664399457392,-0.10134272983504104,81.83495164307575,False,False,True,False,False,False,True,False,False,False,False,True
2021,4,0.3784669392929856,36.333461823934265,14.951876412679866,101.74856999419194,0.6000618195512885,-1.489062282225359,76.7416359595578,True,False,False,False,False,False,True,False,False,False,True,False
2021,9,-0.08795905098117711,92.0669373910412,9.88772370918065,103.04651611489176,0.6290166151840646,-2.0564532699766427,82.94079552933275,False,False,False,False,False,False,False,False,False,True,False,False
2020,12,-1.261123731347135,45.903540740660375,16.57547094352864,97.40825030095016,0.6581295134729304,0.9182723666383265,76.39561925241203,False,False,True,False,False,False,False,True,False,True,False,False
2019,7,-0.2161722233219656,21.63509285145088,11.074550085212138,105.54967961970127,0.09513483708923248,-0.7403230891118471,65.67519516950667,False,True,False,False,False,False,False,False,True,True,False,False
2024,5,0.10140003340525669,41.26174784977751,13.149778818400092,108.45132897602285,1.0,2.134864083025039,98.26300608448535,True,False,False,False,False,False,False,False,True,False,False,True
2021,6,0.2294564744446623,8.466901678034567,11.242804686410748,107.97151449730168,0.7538454402478538,1.9718379250836606,73.78014454562681,False,True,False,False,True,False,False,False,False,True,False,False
2024,9,0.4695363670158261,53.6138106868423,17.66186751666296,103.42088186274509,0.5143845333268601,-0.5064786217190556,85.49843623213802,False,False,False,False,True,False,False,False,False,False,False,True
2025,7,0.9213301978776851,62.14677140417328,9.034628051276286,107.51114086978943,0.42067402657104647,2.3390529955826267,100.0,False,True,False,False,False,False,False,False,False,False,False,True
2019,1,-0.6921540716928671,36.325064357468705,11.000875616693655,106.96848467291784,0.7277150249343289,0.9375745293875763,87.37092276423458,False,False,True,False,False,False,False,True,False,False,False,False
2018,7,-0.6830756072090113,42.9391411662274,15.209265197225948,121.41206325347318,0.6391710307062175,-0.6453138029430764,65.45070063051662,False,True,False,False,False,False,False,True,False,True,False,False
2025,5,1.4508566797431588,63.85481233053369,6.531488686447088,109.74453656038966,0.5665865478462121,-2.5818397398122745,82.60434141474752,True,False,False,False,False,False,False,True,False,False,False,True
2022,9,0.7709815891931486,23.746768027308946,14.684799195901853,99.29004690691775,0.6325002340553462,0.6881551376003264,80.962149286885,False,False,False,False,False,False,False,False,True,False,False,True
2019,11,-0.3907709421333212,30.176431817006815,15.127623353251014,92.70656570122505,0.5297104712395695,0.031295874881145595,81.90071542382523,False,False,False,False,False,True,False,False,False,False,False,True
2022,12,-0.10721116895223676,46.5782722742654,9.031440373958485,97.91087796192711,0.6223352078291144,0.431361585743699,92.2185580131526,False,False,True,False,False,False,False,True,False,False,False,True
2021,8,-0.10271394667489854,38.714977437997725,7.336847285912638,97.34572115520017,0.6807453131716307,-0.22883617650444932,83.796076014715,False,True,False,False,False,False,False,True,False,True,False,False
2025,5,0.03157412228138299,45.59199653789618,8.573295104597003,104.09138054180694,0.6117970373347649,-1.1438569305988644,85.79332714933274,True,False,False,False,False,False,False,False,False,False,False,True
2019,6,0.47268309223861316,31.043745208902173,10.60472795250397,94.3979500384856,0.6023659416979454,-0.42702666442117354,81.52436118755853,False,True,False,False,False,False,False,False,True,False,True,False
2025,3,2.534992746099831,53.214702288822615,14.858034914766584,109.53741737216323,0.8007148239780126,0.7066372859450395,100.0,True,False,False,False,False,False,True,False,False,False,False,True
2025,12,0.18975656116265244,47.76150372230017,8.47697868271761,88.88349595283763,0.2625207185046779,-0.354375367374211,88.2147970220912,False,False,True,False,False,False,False,False,True,False,False,True
2018,11,0.6625981504252507,58.23785741349549,9.012774031777846,86.93979890946866,0.40638118985948257,-0.3604178573426074,83.1227498950208,False,False,False,False,False,False,False,True,False,False,False,False
2018,11,-1.6864767061901427,53.00599250720439,11.83914884280201,98.9190719365972,0.5547809234765841,-1.519387088057646,56.72028020969805,False,False,False,False,False,False,True,False,False,False,False,True
2021,4,-0.484899992778835,53.10035108744035,15.239316454696754,93.25952760643591,0.4186238350727367,0.09120048177827504,71.02030859961879,True,False,False,True,False,False,False,False,False,True,False,False
2017,4,1.2288150027166052,28.305389682048293,10.360508008605473,89.93412916812562,0.4787141431160907,-1.1119319414875295,94.74854675662351,True,False,False,False,False,False,True,False,False,False,True,False
2019,11,0.40231539135661587,57.38887327467308,8.3072882703304,94.90344035996127,0.781793520920208,0.9185261996981124,84.92532485585961,False,False,False,False,False,False,False,True,False,False,True,False
2020,7,-4.389114584864837,45.03700397293337,6.935903726131189,93.90811336736861,0.5231852246876095,-0.7341009002301818,23.82019757940097,False,True,False,False,False,False,False,True,False,False,False,False
2025,9,0.6740232023161967,47.50102538525573,14.431002399603937,100.08107464987376,0.22074201501148477,-0.29570409049575697,74.37642028104193,False,False,False,True,False,False,False,False,False,False,False,True
2025,6,1.918164394628769,65.72396564586215,6.524622625256563,95.03623369348591,0.4737984887198298,2.163983565744372,94.16080868160572,False,True,False,False,False,False,False,True,False,True,False,False
2018,6,-1.9959075861197932,39.20846665224657,18.523031835763145,95.68692513399942,0.560460371344097,-0.3065742227005878,73.1746175892446,False,True,False,False,False,False,True,False,False,False,True,False
2025,8,1.5193876756455122,70.26776492688501,12.95539619983236,99.96107425422966,0.5571441158421389,-0.44057481613307603,93.5249212922181,False,True,False,False,False,False,False,False,False,False,True,False
2017,10,-2.771955630625928,71.6671294905964,6.948143125721181,108.1139325658834,0.6500867394423546,0.5856219858989308,50.33958345515214,False,False,False,False,False,True,False,False,False,False,False,True
2023,5,0.9379989450534133,61.291766560465575,11.726453663784485,111.76596372391032,0.6353899434559853,-1.785261802225653,87.83181097252091,True,False,False,False,False,False,True,False,False,True,False,False
2024,10,-0.008648626012240201,35.29068783848867,9.30852589428342,101.18214049987252,0.5250113022653226,1.2508093217785257,79.05576837891293,False,False,False,False,False,True,False,False,False,False,False,True
2025,3,-2.3499712152446164,17.205601315596027,20.155509559113483,101.80434495016416,0.3352528435158221,0.9939400434555947,48.445532663741815,True,False,False,False,False,False,False,False,False,False,False,True
2019,5,0.4461378272397865,66.18252371389912,17.0597944161352,98.53450386163327,0.47059493470523883,0.5244517448747253,91.81296347996864,True,False,False,False,False,True,False,False,False,False,False,False
2025,11,1.1508397491520586,51.6707759199662,13.170534130486825,103.84998896047263,0.43790021980807636,-3.3770974934763096,71.954678197056,False,False,False,False,False,True,False,False,False,False,False,True
2018,12,0.36388700382157313,38.82203793767806,10.999382218295878,103.12175488467311,0.498681315516474,-0.25941169847577666,77.65034569011763,False,False,True,False,False,False,False,True,False,False,False,True
2021,12,0.584827637059613,67.60343515633404,12.698476260614866,110.6067814647073,0.6744103363464197,-1.272866226005333,82.20948375927884,False,False,True,False,False,False,False,False,False,False,False,True
2021,4,-0.41167611233906165,37.07661678683286,14.503810423671919,84.89036296675657,0.6227384949214755,1.12410678395954,97.1419373050389,True,False,False,False,False,False,False,False,True,True,False,False
2019,11,-1.861389755221022,43.637671126535864,13.15611642852484,98.12401805030234,0.6983210284735034,1.0525610872560116,89.50658324216685,False,False,False,False,False,True,False,False,False,False,False,True
2017,12,0.6918640223370642,57.87335546475491,10.412856245973236,102.71351895302115,0.48086502335149717,0.3880098898307735,85.08781931599877,False,False,True,False,False,False,False,False,False,True,False,False
2023,12,1.7497539194462957,33.29595752577684,10.50189249559918,99.78972833966311,0.821504938291252,-1.2031111971400128,69.92333866387267,False,False,True,False,True,False,False,False,False,False,False,True
2020,1,1.129580854227459,48.35778635589399,12.193871644412752,92.4866157432311,0.6711109322674097,1.4942942105249304,94.76284005346932,False,False,True,False,False,True,False,False,False,False,True,False
2022,9,-1.9878758296013461,66.33705775870042,18.12460400226997,89.60506656607618,0.5702022427315524,-0.26226113901948783,81.81130658429568,False,False,False,False,False,False,False,False,False,False,False,True
2020,12,-1.5148944072109338,53.16666115431695,20.480287541682873,106.4505794082309,0.6586023851880345,1.8053710669005658,80.71264568038082,False,False,True,False,True,False,False,False,False,True,False,False
2020,10,-0.8459677417973405,68.71139505235521,14.757451972454897,93.94459319682868,0.42836312536641435,0.2653870668626484,87.73347417174658,False,False,False,False,False,False,True,False,False,False,False,True
2024,3,-1.5929754512801433,67.00403537008997,10.342966576726111,85.96079606795519,0.17042424112712423,0.5068080189166481,92.80048466103351,True,False,False,False,False,True,False,False,False,False,False,True
2017,10,0.044189919556039105,50.11607501632429,12.38004986536321,106.85258288007918,0.44079465356743996,-0.4603043845625302,60.606091834322974,False,False,False,False,True,False,False,False,False,False,False,True
2023,2,0.3934158051805228,14.948879354639175,9.758942119844548,103.67186320356852,0.6845422523035903,1.4069555777818088,70.93716390281756,False,False,True,False,False,True,False,False,False,False,False,True
2023,6,-1.4302532832423676,33.4134155717704,11.703918040356639,99.07300722033412,0.5644388871440135,0.6084338842936083,79.8625251015064,False,True,False,False,False,False,False,True,False,False,False,True
2020,8,0.7771284592755282,61.45001168576734,12.093596707954497,92.68358725791177,0.5253697949179829,1.4428916925146216,99.68040350636613,False,True,False,False,False,False,False,False,False,True,False,False
2019,6,0.601103944020014,26.746228695720696,16.481425274034972,99.09246845303605,0.39738878726000904,0.17754119854703979,90.7024967134855,False,True,False,False,False,False,False,False,True,False,False,False
2017,9,-0.5481591248437031,45.09961117119575,12.762846634084097,109.72470080415364,0.19795135133502362,-0.047038659255799566,76.34240617932872,False,False,False,False,False,False,False,True,False,False,False,True
2025,3,-0.17252198598398413,55.077209205335485,7.966221355270362,87.08240571176961,0.8064722117466623,0.5951301628988109,98.9442013357609,True,False,False,False,False,False,False,False,True,True,False,False
2025,8,-1.9498011756530316,72.04356043642265,16.744034346066158,87.48817906608325,0.5125789464739108,1.442540509091208,100.0,False,True,False,False,False,False,False,True,False,True,False,False
2019,8,-0.3322621562870741,41.37470455318379,8.580268996846057,94.97787741670072,0.4726831632585057,1.0167343072391721,80.5251208156995,False,True,False,False,False,False,True,False,False,False,False,True
2017,8,0.007384974130325764,40.34768436375306,6.807144940175438,99.78685050565436,0.42910367192346305,0.1382238071542727,57.63421195559418,False,True,False,False,True,False,False,False,False,True,False,False
2018,4,0.16874759522818958,49.213313502567495,16.758884345964066,96.02966481692975,0.7758140459727932,-1.8572185076279,84.76679122098705,True,False,False,False,False,False,True,False,False,False,False,True
2017,4,0.37887691202017393,55.26369454715154,18.498524507543785,105.14253260133616,0.7086431462282892,0.8103860393713236,100.0,True,False,False,False,False,False,False,True,False,False,False,True
2024,4,0.24424174323057224,47.68629758905859,13.403926642307752,108.71067155558677,0.3758968964420284,-1.4387047974539917,61.933660486149954,True,False,False,True,False,False,False,False,False,True,False,False
2025,6,-0.26434369726567053,65.73902523328715,2.2243913167606717,102.23015019685974,0.7596177337078363,0.035005756152338266,84.90321802817513,False,True,False,False,False,False,False,False,False,False,True,False
2018,8,0.2861949425543167,38.01284250457292,19.880353251476823,104.48345875004884,0.523887324594172,-0.11576618737057508,66.45725082158367,False,True,False,False,False,False,False,False,True,False,True,False
